Period,Method,Scope,Regime,Trades,TotalTrades,CoveragePct
Historical,robustness,15,HIGH,25,42,59.523809523809526
Historical,robustness,15,INSUFFICIENT_VOL_HISTORY,5,42,11.904761904761903
Historical,robustness,16,LOW,13,37,35.13513513513514
Historical,robustness,16,NORMAL,9,37,24.324324324324326
Historical,robustness,16,HIGH,9,37,24.324324324324326
Historical,robustness,16,INSUFFICIENT_VOL_HISTORY,6,37,16.216216216216218
Historical,robustness,17,LOW,81,215,37.67441860465116
Historical,robustness,17,NORMAL,56,215,26.046511627906977
Historical,robustness,17,HIGH,52,215,24.186046511627907
Historical,robustness,17,INSUFFICIENT_VOL_HISTORY,26,215,12.093023255813954
Historical,robustness,18,LOW,218,573,38.045375218150085
Historical,robustness,18,NORMAL,147,573,25.654450261780106
Historical,robustness,18,HIGH,137,573,23.909249563699824
Historical,robustness,18,INSUFFICIENT_VOL_HISTORY,71,573,12.390924956369982
Historical,robustness,19,LOW,163,432,37.73148148148148
Historical,robustness,19,NORMAL,105,432,24.305555555555554
Historical,robustness,19,HIGH,108,432,25.0
Historical,robustness,19,INSUFFICIENT_VOL_HISTORY,56,432,12.962962962962962
Historical,robustness,20,LOW,170,455,37.362637362637365
Historical,robustness,20,NORMAL,119,455,26.153846153846157
Historical,robustness,20,HIGH,108,455,23.736263736263734
Historical,robustness,20,INSUFFICIENT_VOL_HISTORY,58,455,12.747252747252746
Historical,robustness,21,LOW,135,351,38.46153846153847
Historical,robustness,21,NORMAL,94,351,26.780626780626783
Historical,robustness,21,HIGH,77,351,21.937321937321936
Historical,robustness,21,INSUFFICIENT_VOL_HISTORY,45,351,12.82051282051282
Historical,robustness,22,LOW,104,274,37.95620437956204
Historical,robustness,22,NORMAL,67,274,24.45255474452555
Historical,robustness,22,HIGH,73,274,26.642335766423358
Historical,robustness,22,INSUFFICIENT_VOL_HISTORY,30,274,10.948905109489052
Historical,robustness,23,LOW,95,252,37.698412698412696
Historical,robustness,23,NORMAL,60,252,23.809523809523807
Historical,robustness,23,HIGH,66,252,26.190476190476193
Historical,robustness,23,INSUFFICIENT_VOL_HISTORY,31,252,12.3015873015873
Historical,robustness,24,LOW,95,252,37.698412698412696
Historical,robustness,24,NORMAL,60,252,23.809523809523807
Historical,robustness,24,HIGH,66,252,26.190476190476193
Historical,robustness,24,INSUFFICIENT_VOL_HISTORY,31,252,12.3015873015873
Historical,robustness,25,LOW,247,614,40.22801302931596
Historical,robustness,25,NORMAL,146,614,23.778501628664493
Historical,robustness,25,HIGH,142,614,23.12703583061889
Historical,robustness,25,INSUFFICIENT_VOL_HISTORY,79,614,12.866449511400651
Historical,robustness,26,LOW,113,308,36.688311688311686
Historical,robustness,26,NORMAL,56,308,18.181818181818183
Historical,robustness,26,HIGH,101,308,32.7922077922078
Historical,robustness,26,INSUFFICIENT_VOL_HISTORY,38,308,12.337662337662337
Historical,robustness,27,LOW,115,350,32.857142857142854
Historical,robustness,27,NORMAL,93,350,26.571428571428573
Historical,robustness,27,HIGH,97,350,27.714285714285715
Historical,robustness,27,INSUFFICIENT_VOL_HISTORY,45,350,12.857142857142856
Historical,robustness,28,LOW,126,347,36.31123919308357
Historical,robustness,28,NORMAL,82,347,23.631123919308358
Historical,robustness,28,HIGH,94,347,27.089337175792505
Historical,robustness,28,INSUFFICIENT_VOL_HISTORY,45,347,12.968299711815561
RecentA,primary,Portfolio,LOW,965,2767,34.87531622696061
RecentA,primary,Portfolio,NORMAL,670,2767,24.213950126490786
RecentA,primary,Portfolio,HIGH,1132,2767,40.91073364654861
RecentA,primary,Portfolio,INSUFFICIENT_VOL_HISTORY,0,2767,0.0
RecentA,primary,JPY,LOW,552,1606,34.37110834371108
RecentA,primary,JPY,NORMAL,363,1606,22.602739726027394
RecentA,primary,JPY,HIGH,691,1606,43.02615193026152
RecentA,primary,JPY,INSUFFICIENT_VOL_HISTORY,0,1606,0.0
RecentA,primary,AUD_nonJPY,LOW,413,1161,35.572782084409994
RecentA,primary,AUD_nonJPY,NORMAL,307,1161,26.442721791559
RecentA,primary,AUD_nonJPY,HIGH,441,1161,37.98449612403101
RecentA,primary,AUD_nonJPY,INSUFFICIENT_VOL_HISTORY,0,1161,0.0
RecentA,primary,Long,LOW,572,1632,35.049019607843135
RecentA,primary,Long,NORMAL,370,1632,22.67156862745098
RecentA,primary,Long,HIGH,690,1632,42.279411764705884
RecentA,primary,Long,INSUFFICIENT_VOL_HISTORY,0,1632,0.0
RecentA,primary,Short,LOW,393,1135,34.62555066079295
RecentA,primary,Short,NORMAL,300,1135,26.431718061674008
RecentA,primary,Short,HIGH,442,1135,38.942731277533035
RecentA,primary,Short,INSUFFICIENT_VOL_HISTORY,0,1135,0.0
RecentA,primary,1,LOW,49,147,33.33333333333333
RecentA,primary,1,NORMAL,32,147,21.768707482993197
RecentA,primary,1,HIGH,66,147,44.89795918367347
RecentA,primary,1,INSUFFICIENT_VOL_HISTORY,0,147,0.0
RecentA,primary,2,LOW,58,177,32.7683615819209
RecentA,primary,2,NORMAL,36,177,20.33898305084746
RecentA,primary,2,HIGH,83,177,46.89265536723164
RecentA,primary,2,INSUFFICIENT_VOL_HISTORY,0,177,0.0
RecentA,primary,3,LOW,58,177,32.7683615819209
RecentA,primary,3,NORMAL,36,177,20.33898305084746
RecentA,primary,3,HIGH,83,177,46.89265536723164
RecentA,primary,3,INSUFFICIENT_VOL_HISTORY,0,177,0.0
RecentA,primary,4,LOW,57,161,35.40372670807454
RecentA,primary,4,NORMAL,37,161,22.981366459627328
RecentA,primary,4,HIGH,67,161,41.61490683229814
RecentA,primary,4,INSUFFICIENT_VOL_HISTORY,0,161,0.0
RecentA,primary,5,LOW,72,211,34.12322274881517
RecentA,primary,5,NORMAL,55,211,26.066350710900476
RecentA,primary,5,HIGH,84,211,39.81042654028436
RecentA,primary,5,INSUFFICIENT_VOL_HISTORY,0,211,0.0
RecentA,primary,6,LOW,32,84,38.095238095238095
RecentA,primary,6,NORMAL,16,84,19.047619047619047
RecentA,primary,6,HIGH,36,84,42.857142857142854
RecentA,primary,6,INSUFFICIENT_VOL_HISTORY,0,84,0.0
RecentA,primary,7,LOW,36,100,36.0
RecentA,primary,7,NORMAL,26,100,26.0
RecentA,primary,7,HIGH,38,100,38.0
RecentA,primary,7,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentA,primary,8,LOW,39,100,39.0
RecentA,primary,8,NORMAL,24,100,24.0
RecentA,primary,8,HIGH,37,100,37.0
RecentA,primary,8,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentA,primary,9,LOW,19,57,33.33333333333333
RecentA,primary,9,NORMAL,16,57,28.07017543859649
RecentA,primary,9,HIGH,22,57,38.59649122807017
RecentA,primary,9,INSUFFICIENT_VOL_HISTORY,0,57,0.0
RecentA,primary,10,LOW,25,70,35.714285714285715
RecentA,primary,10,NORMAL,18,70,25.71428571428571
RecentA,primary,10,HIGH,27,70,38.57142857142858
RecentA,primary,10,INSUFFICIENT_VOL_HISTORY,0,70,0.0
RecentA,primary,11,LOW,25,70,35.714285714285715
RecentA,primary,11,NORMAL,18,70,25.71428571428571
RecentA,primary,11,HIGH,27,70,38.57142857142858
RecentA,primary,11,INSUFFICIENT_VOL_HISTORY,0,70,0.0
RecentA,primary,12,LOW,28,92,30.434782608695656
RecentA,primary,12,NORMAL,14,92,15.217391304347828
RecentA,primary,12,HIGH,50,92,54.347826086956516
RecentA,primary,12,INSUFFICIENT_VOL_HISTORY,0,92,0.0
RecentA,primary,13,LOW,13,38,34.21052631578947
RecentA,primary,13,NORMAL,5,38,13.157894736842104
RecentA,primary,13,HIGH,20,38,52.63157894736842
RecentA,primary,13,INSUFFICIENT_VOL_HISTORY,0,38,0.0
RecentA,primary,14,LOW,3,11,27.27272727272727
RecentA,primary,14,NORMAL,1,11,9.090909090909092
RecentA,primary,14,HIGH,7,11,63.63636363636363
RecentA,primary,14,INSUFFICIENT_VOL_HISTORY,0,11,0.0
RecentA,primary,15,LOW,0,12,0.0
RecentA,primary,15,NORMAL,6,12,50.0
RecentA,primary,15,HIGH,6,12,50.0
RecentA,primary,15,INSUFFICIENT_VOL_HISTORY,0,12,0.0
RecentA,primary,16,LOW,2,10,20.0
RecentA,primary,16,NORMAL,3,10,30.0
RecentA,primary,16,HIGH,5,10,50.0
RecentA,primary,16,INSUFFICIENT_VOL_HISTORY,0,10,0.0
RecentA,primary,17,LOW,20,63,31.746031746031743
RecentA,primary,17,NORMAL,19,63,30.158730158730158
RecentA,primary,17,HIGH,24,63,38.095238095238095
RecentA,primary,17,INSUFFICIENT_VOL_HISTORY,0,63,0.0
RecentA,primary,18,LOW,57,152,37.5
RecentA,primary,18,NORMAL,40,152,26.31578947368421
RecentA,primary,18,HIGH,55,152,36.18421052631579
RecentA,primary,18,INSUFFICIENT_VOL_HISTORY,0,152,0.0
RecentA,primary,19,LOW,32,120,26.666666666666668
RecentA,primary,19,NORMAL,41,120,34.166666666666664
RecentA,primary,19,HIGH,47,120,39.166666666666664
RecentA,primary,19,INSUFFICIENT_VOL_HISTORY,0,120,0.0
RecentA,primary,20,LOW,48,120,40.0
RecentA,primary,20,NORMAL,32,120,26.666666666666668
RecentA,primary,20,HIGH,40,120,33.33333333333333
RecentA,primary,20,INSUFFICIENT_VOL_HISTORY,0,120,0.0
RecentA,primary,21,LOW,41,99,41.41414141414141
RecentA,primary,21,NORMAL,22,99,22.22222222222222
RecentA,primary,21,HIGH,36,99,36.36363636363637
RecentA,primary,21,INSUFFICIENT_VOL_HISTORY,0,99,0.0
RecentA,primary,22,LOW,20,79,25.31645569620253
RecentA,primary,22,NORMAL,25,79,31.645569620253166
RecentA,primary,22,HIGH,34,79,43.037974683544306
RecentA,primary,22,INSUFFICIENT_VOL_HISTORY,0,79,0.0
RecentA,primary,23,LOW,25,77,32.467532467532465
RecentA,primary,23,NORMAL,18,77,23.376623376623375
RecentA,primary,23,HIGH,34,77,44.15584415584416
RecentA,primary,23,INSUFFICIENT_VOL_HISTORY,0,77,0.0
RecentA,primary,24,LOW,25,77,32.467532467532465
RecentA,primary,24,NORMAL,18,77,23.376623376623375
RecentA,primary,24,HIGH,34,77,44.15584415584416
RecentA,primary,24,INSUFFICIENT_VOL_HISTORY,0,77,0.0
RecentA,primary,25,LOW,74,174,42.5287356321839
RecentA,primary,25,NORMAL,29,174,16.666666666666664
RecentA,primary,25,HIGH,71,174,40.804597701149426
RecentA,primary,25,INSUFFICIENT_VOL_HISTORY,0,174,0.0
RecentA,primary,26,LOW,36,89,40.44943820224719
RecentA,primary,26,NORMAL,20,89,22.47191011235955
RecentA,primary,26,HIGH,33,89,37.07865168539326
RecentA,primary,26,INSUFFICIENT_VOL_HISTORY,0,89,0.0
RecentA,primary,27,LOW,36,100,36.0
RecentA,primary,27,NORMAL,31,100,31.0
RecentA,primary,27,HIGH,33,100,33.0
RecentA,primary,27,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentA,primary,28,LOW,35,100,35.0
RecentA,primary,28,NORMAL,32,100,32.0
RecentA,primary,28,HIGH,33,100,33.0
RecentA,primary,28,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentA,robustness,Portfolio,LOW,943,2767,34.08023129743405
RecentA,robustness,Portfolio,NORMAL,764,2767,27.61113118901337
RecentA,robustness,Portfolio,HIGH,1060,2767,38.30863751355258
RecentA,robustness,Portfolio,INSUFFICIENT_VOL_HISTORY,0,2767,0.0
RecentA,robustness,JPY,LOW,585,1606,36.42590286425903
RecentA,robustness,JPY,NORMAL,392,1606,24.408468244084684
RecentA,robustness,JPY,HIGH,629,1606,39.16562889165629
RecentA,robustness,JPY,INSUFFICIENT_VOL_HISTORY,0,1606,0.0
RecentA,robustness,AUD_nonJPY,LOW,358,1161,30.835486649440135
RecentA,robustness,AUD_nonJPY,NORMAL,372,1161,32.041343669250644
RecentA,robustness,AUD_nonJPY,HIGH,431,1161,37.123169681309214
RecentA,robustness,AUD_nonJPY,INSUFFICIENT_VOL_HISTORY,0,1161,0.0
RecentA,robustness,Long,LOW,579,1632,35.47794117647059
RecentA,robustness,Long,NORMAL,399,1632,24.448529411764707
RecentA,robustness,Long,HIGH,654,1632,40.07352941176471
RecentA,robustness,Long,INSUFFICIENT_VOL_HISTORY,0,1632,0.0
RecentA,robustness,Short,LOW,364,1135,32.0704845814978
RecentA,robustness,Short,NORMAL,365,1135,32.158590308370044
RecentA,robustness,Short,HIGH,406,1135,35.770925110132154
RecentA,robustness,Short,INSUFFICIENT_VOL_HISTORY,0,1135,0.0
RecentA,robustness,1,LOW,54,147,36.734693877551024
RecentA,robustness,1,NORMAL,32,147,21.768707482993197
RecentA,robustness,1,HIGH,61,147,41.49659863945578
RecentA,robustness,1,INSUFFICIENT_VOL_HISTORY,0,147,0.0
RecentA,robustness,2,LOW,67,177,37.85310734463277
RecentA,robustness,2,NORMAL,35,177,19.774011299435028
RecentA,robustness,2,HIGH,75,177,42.3728813559322
RecentA,robustness,2,INSUFFICIENT_VOL_HISTORY,0,177,0.0
RecentA,robustness,3,LOW,67,177,37.85310734463277
RecentA,robustness,3,NORMAL,35,177,19.774011299435028
RecentA,robustness,3,HIGH,75,177,42.3728813559322
RecentA,robustness,3,INSUFFICIENT_VOL_HISTORY,0,177,0.0
RecentA,robustness,4,LOW,61,161,37.88819875776397
RecentA,robustness,4,NORMAL,44,161,27.32919254658385
RecentA,robustness,4,HIGH,56,161,34.78260869565217
RecentA,robustness,4,INSUFFICIENT_VOL_HISTORY,0,161,0.0
RecentA,robustness,5,LOW,81,211,38.388625592417064
RecentA,robustness,5,NORMAL,63,211,29.85781990521327
RecentA,robustness,5,HIGH,67,211,31.753554502369667
RecentA,robustness,5,INSUFFICIENT_VOL_HISTORY,0,211,0.0
RecentA,robustness,6,LOW,36,84,42.857142857142854
RecentA,robustness,6,NORMAL,18,84,21.428571428571427
RecentA,robustness,6,HIGH,30,84,35.714285714285715
RecentA,robustness,6,INSUFFICIENT_VOL_HISTORY,0,84,0.0
RecentA,robustness,7,LOW,40,100,40.0
RecentA,robustness,7,NORMAL,27,100,27.0
RecentA,robustness,7,HIGH,33,100,33.0
RecentA,robustness,7,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentA,robustness,8,LOW,38,100,38.0
RecentA,robustness,8,NORMAL,27,100,27.0
RecentA,robustness,8,HIGH,35,100,35.0
RecentA,robustness,8,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentA,robustness,9,LOW,15,57,26.31578947368421
RecentA,robustness,9,NORMAL,17,57,29.82456140350877
RecentA,robustness,9,HIGH,25,57,43.859649122807014
RecentA,robustness,9,INSUFFICIENT_VOL_HISTORY,0,57,0.0
RecentA,robustness,10,LOW,22,70,31.428571428571427
RecentA,robustness,10,NORMAL,18,70,25.71428571428571
RecentA,robustness,10,HIGH,30,70,42.857142857142854
RecentA,robustness,10,INSUFFICIENT_VOL_HISTORY,0,70,0.0
RecentA,robustness,11,LOW,22,70,31.428571428571427
RecentA,robustness,11,NORMAL,18,70,25.71428571428571
RecentA,robustness,11,HIGH,30,70,42.857142857142854
RecentA,robustness,11,INSUFFICIENT_VOL_HISTORY,0,70,0.0
RecentA,robustness,12,LOW,29,92,31.521739130434785
RecentA,robustness,12,NORMAL,19,92,20.652173913043477
RecentA,robustness,12,HIGH,44,92,47.82608695652174
RecentA,robustness,12,INSUFFICIENT_VOL_HISTORY,0,92,0.0
RecentA,robustness,13,LOW,12,38,31.57894736842105
RecentA,robustness,13,NORMAL,8,38,21.052631578947366
RecentA,robustness,13,HIGH,18,38,47.368421052631575
RecentA,robustness,13,INSUFFICIENT_VOL_HISTORY,0,38,0.0
RecentA,robustness,14,LOW,3,11,27.27272727272727
RecentA,robustness,14,NORMAL,5,11,45.45454545454545
RecentA,robustness,14,HIGH,3,11,27.27272727272727
RecentA,robustness,14,INSUFFICIENT_VOL_HISTORY,0,11,0.0
RecentA,robustness,15,LOW,3,12,25.0
RecentA,robustness,15,NORMAL,3,12,25.0
RecentA,robustness,15,HIGH,6,12,50.0
RecentA,robustness,15,INSUFFICIENT_VOL_HISTORY,0,12,0.0
RecentA,robustness,16,LOW,3,10,30.0
RecentA,robustness,16,NORMAL,4,10,40.0
RecentA,robustness,16,HIGH,3,10,30.0
RecentA,robustness,16,INSUFFICIENT_VOL_HISTORY,0,10,0.0
RecentA,robustness,17,LOW,19,63,30.158730158730158
RecentA,robustness,17,NORMAL,23,63,36.507936507936506
RecentA,robustness,17,HIGH,21,63,33.33333333333333
RecentA,robustness,17,INSUFFICIENT_VOL_HISTORY,0,63,0.0
RecentA,robustness,18,LOW,50,152,32.89473684210527
RecentA,robustness,18,NORMAL,58,152,38.15789473684211
RecentA,robustness,18,HIGH,44,152,28.947368421052634
RecentA,robustness,18,INSUFFICIENT_VOL_HISTORY,0,152,0.0
RecentA,robustness,19,LOW,34,120,28.333333333333332
RecentA,robustness,19,NORMAL,44,120,36.666666666666664
RecentA,robustness,19,HIGH,42,120,35.0
RecentA,robustness,19,INSUFFICIENT_VOL_HISTORY,0,120,0.0
RecentA,robustness,20,LOW,39,120,32.5
RecentA,robustness,20,NORMAL,45,120,37.5
RecentA,robustness,20,HIGH,36,120,30.0
RecentA,robustness,20,INSUFFICIENT_VOL_HISTORY,0,120,0.0
RecentA,robustness,21,LOW,34,99,34.34343434343434
RecentA,robustness,21,NORMAL,25,99,25.252525252525253
RecentA,robustness,21,HIGH,40,99,40.4040404040404
RecentA,robustness,21,INSUFFICIENT_VOL_HISTORY,0,99,0.0
RecentA,robustness,22,LOW,23,79,29.11392405063291
RecentA,robustness,22,NORMAL,22,79,27.848101265822784
RecentA,robustness,22,HIGH,34,79,43.037974683544306
RecentA,robustness,22,INSUFFICIENT_VOL_HISTORY,0,79,0.0
RecentA,robustness,23,LOW,23,77,29.87012987012987
RecentA,robustness,23,NORMAL,21,77,27.27272727272727
RecentA,robustness,23,HIGH,33,77,42.857142857142854
RecentA,robustness,23,INSUFFICIENT_VOL_HISTORY,0,77,0.0
RecentA,robustness,24,LOW,23,77,29.87012987012987
RecentA,robustness,24,NORMAL,21,77,27.27272727272727
RecentA,robustness,24,HIGH,33,77,42.857142857142854
RecentA,robustness,24,INSUFFICIENT_VOL_HISTORY,0,77,0.0
RecentA,robustness,25,LOW,55,174,31.60919540229885
RecentA,robustness,25,NORMAL,38,174,21.839080459770116
RecentA,robustness,25,HIGH,81,174,46.55172413793103
RecentA,robustness,25,INSUFFICIENT_VOL_HISTORY,0,174,0.0
RecentA,robustness,26,LOW,32,89,35.95505617977528
RecentA,robustness,26,NORMAL,19,89,21.34831460674157
RecentA,robustness,26,HIGH,38,89,42.69662921348314
RecentA,robustness,26,INSUFFICIENT_VOL_HISTORY,0,89,0.0
RecentA,robustness,27,LOW,22,100,22.0
RecentA,robustness,27,NORMAL,47,100,47.0
RecentA,robustness,27,HIGH,31,100,31.0
RecentA,robustness,27,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentA,robustness,28,LOW,36,100,36.0
RecentA,robustness,28,NORMAL,28,100,28.000000000000004
RecentA,robustness,28,HIGH,36,100,36.0
RecentA,robustness,28,INSUFFICIENT_VOL_HISTORY,0,100,0.0
RecentB,primary,Portfolio,LOW,1200,2780,43.16546762589928
RecentB,primary,Portfolio,NORMAL,735,2780,26.43884892086331
RecentB,primary,Portfolio,HIGH,845,2780,30.39568345323741
RecentB,primary,Portfolio,INSUFFICIENT_VOL_HISTORY,0,2780,0.0
RecentB,primary,JPY,LOW,679,1605,42.30529595015577
RecentB,primary,JPY,NORMAL,443,1605,27.601246105919003
RecentB,primary,JPY,HIGH,483,1605,30.093457943925234
RecentB,primary,JPY,INSUFFICIENT_VOL_HISTORY,0,1605,0.0
RecentB,primary,AUD_nonJPY,LOW,521,1175,44.340425531914896
RecentB,primary,AUD_nonJPY,NORMAL,292,1175,24.851063829787236
RecentB,primary,AUD_nonJPY,HIGH,362,1175,30.80851063829787
RecentB,primary,AUD_nonJPY,INSUFFICIENT_VOL_HISTORY,0,1175,0.0
RecentB,primary,Long,LOW,708,1611,43.947858472998135
RecentB,primary,Long,NORMAL,402,1611,24.953445065176908
RecentB,primary,Long,HIGH,501,1611,31.098696461824954
RecentB,primary,Long,INSUFFICIENT_VOL_HISTORY,0,1611,0.0
RecentB,primary,Short,LOW,492,1169,42.08725406330196
RecentB,primary,Short,NORMAL,333,1169,28.485885372112918
RecentB,primary,Short,HIGH,344,1169,29.426860564585116
RecentB,primary,Short,INSUFFICIENT_VOL_HISTORY,0,1169,0.0
RecentB,primary,1,LOW,64,147,43.53741496598639
RecentB,primary,1,NORMAL,35,147,23.809523809523807
RecentB,primary,1,HIGH,48,147,32.6530612244898
RecentB,primary,1,INSUFFICIENT_VOL_HISTORY,0,147,0.0
RecentB,primary,2,LOW,80,172,46.51162790697674
RecentB,primary,2,NORMAL,37,172,21.511627906976745
RecentB,primary,2,HIGH,55,172,31.976744186046513
RecentB,primary,2,INSUFFICIENT_VOL_HISTORY,0,172,0.0
RecentB,primary,3,LOW,80,173,46.24277456647399
RecentB,primary,3,NORMAL,37,173,21.38728323699422
RecentB,primary,3,HIGH,56,173,32.369942196531795
RecentB,primary,3,INSUFFICIENT_VOL_HISTORY,0,173,0.0
RecentB,primary,4,LOW,69,161,42.857142857142854
RecentB,primary,4,NORMAL,45,161,27.95031055900621
RecentB,primary,4,HIGH,47,161,29.19254658385093
RecentB,primary,4,INSUFFICIENT_VOL_HISTORY,0,161,0.0
RecentB,primary,5,LOW,97,219,44.29223744292237
RecentB,primary,5,NORMAL,55,219,25.11415525114155
RecentB,primary,5,HIGH,67,219,30.59360730593607
RecentB,primary,5,INSUFFICIENT_VOL_HISTORY,0,219,0.0
RecentB,primary,6,LOW,40,84,47.61904761904761
RecentB,primary,6,NORMAL,18,84,21.428571428571427
RecentB,primary,6,HIGH,26,84,30.952380952380953
RecentB,primary,6,INSUFFICIENT_VOL_HISTORY,0,84,0.0
RecentB,primary,7,LOW,46,101,45.54455445544555
RecentB,primary,7,NORMAL,24,101,23.762376237623762
RecentB,primary,7,HIGH,31,101,30.693069306930692
RecentB,primary,7,INSUFFICIENT_VOL_HISTORY,0,101,0.0
